"xmlns","series","url","limit","offset","total","RaceTable__season","RaceTable__Races__season","RaceTable__Races__round","RaceTable__Races__url","RaceTable__Races__raceName","RaceTable__Races__Circuit__circuitId","RaceTable__Races__Circuit__url","RaceTable__Races__Circuit__circuitName","RaceTable__Races__Circuit__Location__lat","RaceTable__Races__Circuit__Location__long","RaceTable__Races__Circuit__Location__locality","RaceTable__Races__Circuit__Location__country","RaceTable__Races__date","RaceTable__Races__time","RaceTable__Races__Results__number","RaceTable__Races__Results__position","RaceTable__Races__Results__positionText","RaceTable__Races__Results__points","RaceTable__Races__Results__Driver__driverId","RaceTable__Races__Results__Driver__permanentNumber","RaceTable__Races__Results__Driver__code","RaceTable__Races__Results__Driver__url","RaceTable__Races__Results__Driver__givenName","RaceTable__Races__Results__Driver__familyName","RaceTable__Races__Results__Driver__dateOfBirth","RaceTable__Races__Results__Driver__nationality","RaceTable__Races__Results__Constructor__constructorId","RaceTable__Races__Results__Constructor__url","RaceTable__Races__Results__Constructor__name","RaceTable__Races__Results__Constructor__nationality","RaceTable__Races__Results__grid","RaceTable__Races__Results__laps","RaceTable__Races__Results__status","RaceTable__Races__Results__Time__millis","RaceTable__Races__Results__Time__time","RaceTable__Races__Results__FastestLap__rank","RaceTable__Races__Results__FastestLap__lap","RaceTable__Races__Results__FastestLap__Time__time","RaceTable__Races__Results__FastestLap__AverageSpeed__units","RaceTable__Races__Results__FastestLap__AverageSpeed__speed"
"","","","","","","","","","","","","","","","","","","","","55","9","9","2","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","5","69","+1 Lap","","","13","58","1:22.774","kph","190.538"
"","","","","","","","","","","","","","","","","","","","","8","10","10","1","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","10","69","+1 Lap","","","10","58","1:22.606","kph","190.925"
"","","","","","","","","","","","","","","","","","","","","28","11","11","0","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","8","69","+1 Lap","","","11","62","1:22.612","kph","190.911"
"","","","","","","","","","","","","","","","","","","","","27","12","12","0","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","13","69","+1 Lap","","","5","69","1:21.261","kph","194.085"
"","","","","","","","","","","","","","","","","","","","","31","13","13","0","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","18","69","+1 Lap","","","14","63","1:22.876","kph","190.303"
"","","","","","","","","","","","","","","","","","","","","11","14","14","0","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","19","69","+1 Lap","","","16","56","1:23.263","kph","189.419"
"","","","","","","","","","","","","","","","","","","","","9","15","15","0","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","14","68","+2 Laps","","","17","53","1:23.671","kph","188.495"
"","","","","","","","","","","","","","","","","","","","","35","16","16","0","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","20","68","+2 Laps","","","18","53","1:23.708","kph","188.412"
"","","","","","","","","","","","","","","","","","","","","18","17","17","0","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","15","68","+2 Laps","","","12","51","1:22.660","kph","190.800"
"","","","","","","","","","","","","","","","","","","","","2","18","R","0","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","16","49","Gearbox","","","15","46","1:23.077","kph","189.843"
"","","","","","","","","","","","","","","","","","","","","33","19","R","0","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","7","5","Power loss","","","19","5","1:23.985","kph","187.790"
"","","","","","","","","","","","","","","","","","","","","16","20","R","0","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","17","0","Suspension","","","","","","",""
"","","","","","","","2018","13","https://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix","Belgian Grand Prix","spa","http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps","Circuit de Spa-Francorchamps","50.4372","5.97139","Spa","Belgium","2018-08-26","13:10:00Z","5","1","1","25","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","2","44","Finished","5014476","1:23:34.476","2","25","1:46.644","kph","236.435"
"","","","","","","","","","","","","","","","","","","","","44","2","2","18","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1","44","Finished","5025537","+11.061","3","23","1:46.721","kph","236.264"
"","","","","","","","","","","","","","","","","","","","","33","3","3","15","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","7","44","Finished","5045848","+31.372","4","36","1:46.946","kph","235.767"
"","","","","","","","","","","","","","","","","","","","","77","4","4","12","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","19","44","Finished","5078081","+1:03.605","1","32","1:46.286","kph","237.231"
"","","","","","","","","","","","","","","","","","","","","11","5","5","10","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","4","44","Finished","5085499","+1:11.023","7","38","1:48.080","kph","233.293"
"","","","","","","","","","","","","","","","","","","","","31","6","6","8","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","3","44","Finished","5093996","+1:19.520","6","35","1:48.078","kph","233.298"
"","","","","","","","","","","","","","","","","","","","","8","7","7","6","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","5","44","Finished","5100429","+1:25.953","8","35","1:48.283","kph","232.856"
"","","","","","","","","","","","","","","","","","","","","20","8","8","4","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","9","44","Finished","5102115","+1:27.639","5","36","1:47.937","kph","233.602"
"","","","","","","","","","","","","","","","","","","","","10","9","9","2","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","10","44","Finished","5120368","+1:45.892","9","36","1:48.588","kph","232.202"
"","","","","","","","","","","","","","","","","","","","","9","10","10","1","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","13","43","+1 Lap","","","11","35","1:48.694","kph","231.976"
"","","","","","","","","","","","","","","","","","","","","55","11","11","0","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","14","43","+1 Lap","","","10","32","1:48.670","kph","232.027"
"","","","","","","","","","","","","","","","","","","","","35","12","12","0","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","16","43","+1 Lap","","","14","42","1:49.113","kph","231.085"
"","","","","","","","","","","","","","","","","","","","","18","13","13","0","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","17","43","+1 Lap","","","16","39","1:49.287","kph","230.717"
"","","","","","","","","","","","","","","","","","","","","28","14","14","0","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","11","43","+1 Lap","","","12","33","1:48.756","kph","231.843"
"","","","","","","","","","","","","","","","","","","","","2","15","15","0","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","18","43","+1 Lap","","","13","38","1:48.956","kph","231.418"
"","","","","","","","","","","","","","","","","","","","","3","16","R","0","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","8","28","Retired","","","15","27","1:49.242","kph","230.812"
"","","","","","","","","","","","","","","","","","","","","7","17","R","0","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","6","8","Brakes","","","17","6","1:54.320","kph","220.559"
"","","","","","","","","","","","","","","","","","","","","16","18","R","0","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","12","0","Accident","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","14","19","R","0","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","15","0","Accident","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","27","20","R","0","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","20","0","Accident","","","","","","",""
"","","","","","","","2018","14","https://en.wikipedia.org/wiki/2018_Italian_Grand_Prix","Italian Grand Prix","monza","http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza","Autodromo Nazionale di Monza","45.6156","9.28111","Monza","Italy","2018-09-02","13:10:00Z","44","1","1","25","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","3","53","Finished","4614484","1:16:54.484","1","30","1:22.497","kph","252.794"
"","","","","","","","","","","","","","","","","","","","","7","2","2","18","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","1","53","Finished","4623189","+8.705","4","28","1:23.515","kph","249.713"
"","","","","","","","","","","","","","","","","","","","","77","3","3","15","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","4","53","Finished","4628550","+14.066","3","39","1:22.907","kph","251.544"
"","","","","","","","","","","","","","","","","","","","","5","4","4","12","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","2","53","Finished","4630635","+16.151","2","51","1:22.505","kph","252.770"
"","","","","","","","","","","","","","","","","","","","","33","5","5","10","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","5","53","Finished","4632692","+18.208","6","41","1:23.609","kph","249.432"
"","","","","","","","","","","","","","","","","","","","","31","6","7","8","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","8","53","Finished","4672245","+57.761","12","48","1:24.243","kph","247.555"
"","","","","","","","","","","","","","","","","","","","","11","7","8","6","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","14","53","Finished","4673162","+58.678","11","44","1:24.179","kph","247.743"
"","","","","","","","","","","","","","","","","","","","","55","8","9","4","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","7","53","Finished","4692624","+1:18.140","5","43","1:23.529","kph","249.671"
"","","","","","","","","","","","","","","","","","","","","18","9","10","2","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","10","52","+1 Lap","","","9","52","1:24.056","kph","248.106"
"","","","","","","","","","","","","","","","","","","","","35","10","11","1","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","12","52","+1 Lap","","","14","39","1:24.580","kph","246.568"
"","","","","","","","","","","","","","","","","","","","","16","11","12","0","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","15","52","+1 Lap","","","8","52","1:23.768","kph","248.959"
"","","","","","","","","","","","","","","","","","","","","2","12","13","0","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","17","52","+1 Lap","","","13","52","1:24.504","kph","246.790"
"","","","","","","","","","","","","","","","","","","","","27","13","14","0","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","20","52","+1 Lap","","","16","47","1:24.772","kph","246.010"
"","","","","","","","","","","","","","","","","","","","","10","14","15","0","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","9","52","+1 Lap","","","10","47","1:24.059","kph","248.097"
"","","","","","","","","","","","","","","","","","","","","9","15","16","0","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","18","52","+1 Lap","","","15","46","1:24.767","kph","246.024"
"","","","","","","","","","","","","","","","","","","","","20","16","17","0","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","11","52","+1 Lap","","","7","44","1:23.768","kph","248.959"
"","","","","","","","","","","","","","","","","","","","","3","17","R","0","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","19","23","Engine","","","18","46","1:25.692","kph","243.369"
"","","","","","","","","","","","","","","","","","","","","14","18","R","0","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","13","9","Engine","","","17","18","1:25.229","kph","244.691"
"","","","","","","","","","","","","","","","","","","","","28","19","R","0","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","16","0","Brakes","","","19","6","1:27.009","kph","239.685"
"","","","","","","","","","","","","","","","","","","","","8","20","D","0","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","6","53","Disqualified","4670804","+56.320","","","","",""
"","","","","","","","2018","15","https://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix","Singapore Grand Prix","marina_bay","http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit","Marina Bay Street Circuit","1.2914","103.864","Marina Bay","Singapore","2018-09-16","12:10:00Z","44","1","1","25","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1","61","Finished","6671611","1:51:11.611","2","56","1:42.913","kph","177.108"
"","","","","","","","","","","","","","","","","","","","","33","2","2","18","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","2","61","Finished","6680572","+8.961","5","54","1:43.345","kph","176.368"
"","","","","","","","","","","","","","","","","","","","","5","3","3","15","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","3","61","Finished","6711595","+39.984","6","48","1:44.669","kph","174.137"
"","","","","","","","","","","","","","","","","","","","","77","4","4","12","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","4","61","Finished","6723541","+51.930","8","42","1:44.720","kph","174.052"
"","","","","","","","","","","","","","","","","","","","","7","5","5","10","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","5","61","Finished","6724612","+53.001","7","46","1:44.715","kph","174.061"
"","","","","","","","","","","","","","","","","","","","","3","6","6","8","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","6","61","Finished","6725593","+53.982","3","59","1:43.120","kph","176.753"
"","","","","","","","","","","","","","","","","","","","","14","7","7","6","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","11","61","Finished","6774612","+1:43.001","4","57","1:43.164","kph","176.677"
"","","","","","","","","","","","","","","","","","","","","55","8","8","4","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","12","60","+1 Lap","","","12","50","1:45.211","kph","173.240"
"","","","","","","","","","","","","","","","","","","","","16","9","9","2","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","13","60","+1 Lap","","","11","57","1:45.203","kph","173.253"
"","","","","","","","","","","","","","","","","","","","","27","10","10","1","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","10","60","+1 Lap","","","19","53","1:46.093","kph","171.800"
"","","","","","","","","","","","","","","","","","","","","9","11","11","0","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","14","60","+1 Lap","","","10","50","1:45.169","kph","173.309"
"","","","","","","","","","","","","","","","","","","","","2","12","12","0","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","18","60","+1 Lap","","","14","50","1:45.555","kph","172.675"
"","","","","","","","","","","","","","","","","","","","","10","13","13","0","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","15","60","+1 Lap","","","18","56","1:46.063","kph","171.848"
"","","","","","","","","","","","","","","","","","","","","18","14","14","0","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","20","60","+1 Lap","","","17","53","1:46.033","kph","171.897"
"","","","","","","","","","","","","","","","","","","","","8","15","15","0","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","8","60","+1 Lap","","","16","57","1:45.904","kph","172.106"
"","","","","","","","","","","","","","","","","","","","","11","16","16","0","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","7","60","+1 Lap","","","13","48","1:45.389","kph","172.947"
"","","","","","","","","","","","","","","","","","","","","28","17","17","0","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","17","60","+1 Lap","","","9","38","1:44.889","kph","173.772"
"","","","","","","","","","","","","","","","","","","","","20","18","18","0","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","16","59","+2 Laps","","","1","50","1:41.905","kph","178.860"
"","","","","","","","","","","","","","","","","","","","","35","19","19","0","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","19","59","+2 Laps","","","15","48","1:45.902","kph","172.110"
"","","","","","","","","","","","","","","","","","","","","31","20","R","0","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","9","0","Collision","","","","","","",""
"","","","","","","","2018","16","https://en.wikipedia.org/wiki/2018_Russian_Grand_Prix","Russian Grand Prix","sochi","http://en.wikipedia.org/wiki/Sochi_Autodrom","Sochi Autodrom","43.4057","39.9578","Sochi","Russia","2018-09-30","11:10:00Z","44","1","1","25","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","2","53","Finished","5245181","1:27:25.181","2","50","1:35.916","kph","219.492"
"","","","","","","","","","","","","","","","","","","","","77","2","2","18","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1","53","Finished","5247726","+2.545","1","50","1:35.861","kph","219.617"
"","","","","","","","","","","","","","","","","","","","","5","3","3","15","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","3","53","Finished","5252668","+7.487","3","50","1:35.990","kph","219.322"
"","","","","","","","","","","","","","","","","","","","","7","4","4","12","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","4","53","Finished","5261724","+16.543","6","47","1:36.611","kph","217.913"
"","","","","","","","","","","","","","","","","","","","","33","5","5","10","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","19","53","Finished","5276197","+31.016","4","45","1:36.283","kph","218.655"
"","","","","","","","","","","","","","","","","","","","","3","6","6","8","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","18","53","Finished","5325632","+1:20.451","5","41","1:36.345","kph","218.514"
